review_text,review_id,cleaned_review,sentiment_score,sentiment_label
Very sturdy and feels safe to use. Highly recommended!,665,sturdy feels safe use highly recommended,0.6115,positive
"Good product, works as expected",666,good product works expected,0.4404,positive
"Good product, works as expected",667,good product works expected,0.4404,positive
Not happy with the stability; it wobbles a bit,668,not happy stability wobbles bit,-0.4585,negative
Not happy with the stability; it wobbles a bit,669,not happy stability wobbles bit,-0.4585,negative
"Good product, works as expected",670,good product works expected,0.4404,positive
The quality is excellent; I feel safe using it,671,quality excellent feel safe using,0.765,positive
Not satisfied. Expected better build quality.,672,not satisfied expected better build quality,-0.5773,negative
The height is just right for cleaning and painting tasks,673,height right cleaning painting tasks,0.0,neutral
This ladder is compact and easy to carry around,674,ladder compact easy carry around,0.4404,positive
Easy to fold and store. Perfect for my small space!,675,easy fold store perfect small space,0.765,positive
The quality is excellent; I feel safe using it,676,quality excellent feel safe using,0.765,positive
"A bit heavy to handle, but overall it does the job well",677,bit heavy handle overall job well,0.2732,positive
good,678,good,0.4404,positive
"Good product, works as expected",679,good product works expected,0.4404,positive
The height is just right for cleaning and painting tasks,680,height right cleaning painting tasks,0.0,neutral
good product,681,good product,0.4404,positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",682,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",683,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
,684,,,neutral
The ladder feels a bit shakyNot worth the price,685,ladder feels bit shakynot worth price,0.2263,positive
The height is just right for cleaning and painting tasks,686,height right cleaning painting tasks,0.0,neutral
The quality is excellent; I feel safe using it,687,quality excellent feel safe using,0.765,positive
This ladder is compact and easy to carry around,688,ladder compact easy carry around,0.4404,positive
good product,689,good product,0.4404,positive
This ladder is compact and easy to carry around,690,ladder compact easy carry around,0.4404,positive
,691,,,neutral
Not happy with the stability; it wobbles a bit,692,not happy stability wobbles bit,-0.4585,negative
"A bit heavy to handle, but overall it does the job well",693,bit heavy handle overall job well,0.2732,positive
Sturdy and reliable,694,sturdy reliable,0.0,neutral
The ladder feels a bit shakyNot worth the price,695,ladder feels bit shakynot worth price,0.2263,positive
Easy to fold and store. Perfect for my small space!,696,easy fold store perfect small space,0.765,positive
"A bit heavy to handle, but overall it does the job well",697,bit heavy handle overall job well,0.2732,positive
The quality is excellent; I feel safe using it,698,quality excellent feel safe using,0.765,positive
,699,,,neutral
good,700,good,0.4404,positive
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",701,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
