Campaign_Type,Target_Audience,Duration,Ad_Type,Conversion_Rate,Ad_Budget,Reach,Clicks,Impressions,Date
Influencer,Men 18-24,15 days,Google Ads,0.07,1206000,1129707,30644,944155,2/28/2021
Influencer,Men 25-34,15 days,Google Ads,0.08,1106000,978119,46540,946908,3/13/2021
Influencer,Women 25-34,15 days,Facebook,0.12,1248000,1057740,41222,797807,3/27/2021
Influencer,Men 18-24,15 days,Website,0.06,1354000,1145292,45954,992958,10/28/2021
Influencer,Men 18-24,45 days,YouTube,0.13,1748000,1095935,47426,820205,1/6/2021
Influencer,Men 18-24,15 days,Website,0.07,862000,884756,44769,836227,4/2/2021
Influencer,Men 18-24,15 days,Daraz,0.14,2400000,1068248,37450,831996,9/11/2021
Influencer,Men 25-34,15 days,Instagram,0.03,3008000,855251,32820,926048,7/14/2021
Influencer,Women 35-44,15 days,Instagram,0.08,1834000,1192763,36684,964623,6/15/2021
Influencer,Women 35-44,60 days,Instagram,0.06,3176000,1124487,35249,785712,4/7/2021
Influencer,Men 25-34,60 days,Instagram,0.07,3128000,844980,33435,959623,12/10/2021
Influencer,Women 25-34,45 days,YouTube,0.05,2854000,1001049,32813,926297,6/9/2021
Influencer,Men 25-34,15 days,Google Ads,0.04,1315000,1055211,41044,779406,12/31/2021
Influencer,Women 25-34,45 days,Google Ads,0.09,831000,938879,39402,886944,3/18/2021
Influencer,All Ages,15 days,Daraz,0.03,1485000,1189141,43489,860541,12/22/2021
Influencer,Women 35-44,15 days,YouTube,0.04,2099000,1042755,46904,981053,11/23/2021
Influencer,Men 25-34,30 days,Facebook,0.1,1626000,1172718,45262,801389,12/26/2021
Influencer,Women 25-34,15 days,Instagram,0.08,1103000,960602,46017,937638,7/9/2021
Influencer,Men 18-24,30 days,Website,0.02,1611000,1019417,44083,921673,3/2/2021
Influencer,Men 18-24,45 days,Facebook,0.05,1744000,830819,43026,736469,1/28/2021
Influencer,All Ages,30 days,Google Ads,0.09,2248000,873866,48530,716098,2/26/2021
Influencer,Men 25-34,15 days,Instagram,0.03,1868000,982484,38214,918002,10/20/2021
Influencer,Women 35-44,60 days,Google Ads,0.09,3187000,917206,46868,930273,3/7/2021
Influencer,Women 35-44,15 days,YouTube,0.09,1876000,1185127,47003,917640,9/25/2021
Influencer,Women 25-34,45 days,Instagram,0.13,2295000,823643,41899,955885,11/3/2021
Influencer,Men 25-34,60 days,Daraz,0.08,1175000,946404,31815,774075,1/25/2021
Influencer,Men 18-24,45 days,Website,0.05,2522000,1101115,33602,927530,6/12/2021
Influencer,Men 25-34,30 days,Facebook,0.11,818000,1183638,38151,934035,5/24/2021
Influencer,Men 25-34,15 days,Website,0.03,1733000,1090679,30495,946892,2/25/2021
Influencer,All Ages,45 days,Google Ads,0.11,3109000,883512,40158,867403,1/6/2021
Influencer,Men 18-24,30 days,Google Ads,0.06,992000,808243,49408,712890,12/11/2021
Influencer,Men 25-34,15 days,Facebook,0.14,1658000,841947,48113,858890,9/28/2021
Influencer,Men 25-34,30 days,Instagram,0.14,2388000,949615,30709,701278,12/15/2021
Influencer,Men 25-34,15 days,Daraz,0.09,814000,1172659,48271,819969,12/30/2021
Influencer,Women 25-34,15 days,Instagram,0.07,2360000,1059017,45196,817901,7/18/2021
Influencer,Women 25-34,30 days,YouTube,0.03,1791000,1115324,47185,836410,11/9/2021
Influencer,Women 25-34,30 days,Facebook,0.03,1338000,1181852,38478,828839,6/19/2021
Influencer,Men 25-34,45 days,Facebook,0.1,3168000,906865,48534,858936,6/23/2021
Influencer,Men 18-24,45 days,Instagram,0.13,2090000,881015,35861,977167,10/23/2021
Influencer,All Ages,30 days,Facebook,0.09,2175000,1114474,30302,882127,9/7/2021
Influencer,Men 25-34,60 days,YouTube,0.01,3202000,892641,36206,804675,9/21/2021
Influencer,Women 25-34,60 days,Website,0.1,2156000,834316,45277,716440,9/18/2021
Influencer,Women 25-34,45 days,Google Ads,0.08,2726000,892353,38507,959541,10/11/2021
Influencer,Women 25-34,45 days,YouTube,0.09,3181000,956948,35882,976388,8/11/2021
Influencer,Men 25-34,45 days,Facebook,0.04,1098000,1043770,40333,903776,3/29/2021
Influencer,All Ages,30 days,Website,0.03,3117000,1110911,32933,981169,3/29/2021
Influencer,Women 25-34,45 days,Instagram,0.09,3189000,967691,37752,729284,5/4/2021
Influencer,Men 18-24,60 days,Instagram,0.05,1883000,1046968,42162,833645,1/26/2021
Influencer,All Ages,15 days,Daraz,0.05,999000,849025,46756,928373,3/20/2021
Influencer,Men 25-34,30 days,Website,0.02,2303000,1190607,32982,811079,7/27/2021
Influencer,Women 35-44,60 days,Google Ads,0.01,2145000,1065256,31005,772939,2/8/2021
Influencer,Men 25-34,15 days,Facebook,0.04,2090000,808640,44787,757746,2/1/2021
Influencer,All Ages,15 days,Facebook,0.04,1690000,886828,32849,933310,4/9/2021
Influencer,Women 35-44,45 days,Daraz,0.06,1290000,969399,44917,721564,6/8/2021
Influencer,Women 35-44,45 days,Daraz,0.06,2659000,1028522,35862,761564,7/2/2021
Influencer,Women 35-44,15 days,YouTube,0.11,3124000,1180124,48086,801242,12/19/2021
Influencer,Men 18-24,60 days,Facebook,0.04,1033000,1029645,39047,983381,6/20/2021
Influencer,Men 25-34,45 days,Website,0.11,2516000,992923,42227,752506,12/1/2021
Influencer,Men 25-34,45 days,Website,0.03,2014000,1110299,49667,807562,7/4/2021
Influencer,Women 35-44,60 days,Daraz,0.1,2213000,1116190,44825,966182,3/7/2021
Influencer,Men 25-34,60 days,Facebook,0.06,1560000,1098052,38062,837297,3/21/2021
Influencer,Men 25-34,30 days,Google Ads,0.03,1664000,1051926,31948,869513,12/15/2021
Influencer,Women 35-44,15 days,Website,0.05,1423000,1070414,40346,715877,12/19/2021
Influencer,Men 25-34,15 days,Website,0.11,1226000,950832,34337,969813,2/21/2021
Influencer,Men 25-34,15 days,Facebook,0.12,1735000,988770,31168,801602,5/21/2021
Influencer,Men 18-24,60 days,Instagram,0.04,1461000,966131,46270,954053,9/27/2021
Influencer,Men 18-24,45 days,Facebook,0.07,2012000,912770,38585,723876,12/30/2021
Influencer,Women 25-34,30 days,YouTube,0.08,1420000,997160,49817,988115,5/1/2021
Influencer,Men 25-34,60 days,Facebook,0.1,2054000,932241,45739,834164,2/19/2021
Influencer,Women 35-44,60 days,Instagram,0.1,2602000,831956,31525,984689,9/20/2021
Influencer,Women 25-34,15 days,Google Ads,0.08,1518000,973897,33835,886599,1/20/2021
Influencer,All Ages,45 days,Instagram,0.07,1862000,1046751,48538,779407,2/9/2021
Influencer,Men 18-24,60 days,Website,0.01,2384000,950804,38101,724481,12/17/2021
Influencer,Men 18-24,30 days,Google Ads,0.02,2494000,1126847,30931,812146,3/1/2021
Influencer,Men 25-34,15 days,Google Ads,0.03,2430000,995634,42405,981924,10/13/2021
Influencer,All Ages,15 days,Daraz,0.14,1043000,1047885,30225,720241,8/13/2021
Influencer,All Ages,45 days,Facebook,0.1,2029000,1001369,38898,926997,12/27/2021
Influencer,Men 25-34,30 days,Facebook,0.03,2825000,850446,42468,715916,6/29/2021
Influencer,All Ages,15 days,YouTube,0.13,1310000,1176431,37296,881785,10/6/2021
Influencer,Men 18-24,30 days,Daraz,0.06,1929000,1141511,45997,963888,12/24/2021
Influencer,All Ages,15 days,Facebook,0.08,2440000,1120857,36035,821160,3/7/2021
Influencer,Men 25-34,30 days,Website,0.14,1062000,808845,44819,796073,7/31/2021
Influencer,Men 25-34,45 days,Website,0.02,3142000,1044485,39326,730619,7/16/2021
Influencer,Men 25-34,60 days,Website,0.02,2279000,1103422,43049,824741,11/24/2021
Influencer,All Ages,45 days,Google Ads,0.13,1962000,960050,43106,928307,10/19/2021
Influencer,Women 35-44,30 days,Website,0.1,1008000,952747,30036,836753,2/12/2021
Influencer,Men 25-34,45 days,Facebook,0.15,1740000,1078462,31559,789039,11/30/2021
Influencer,All Ages,45 days,Instagram,0.12,3063000,841686,41852,920255,6/3/2021
Influencer,Men 25-34,60 days,Facebook,0.03,927000,839123,49371,723786,7/2/2021
Influencer,Men 25-34,30 days,Website,0.14,2926000,1065049,42885,848165,3/29/2021
Influencer,Women 25-34,15 days,YouTube,0.07,1157000,1002703,47222,837904,11/8/2021
Influencer,Men 25-34,30 days,Google Ads,0.08,2158000,1103939,30691,803602,6/30/2021
Influencer,All Ages,45 days,Website,0.08,1360000,1157072,40967,879592,8/14/2021
Influencer,Women 25-34,60 days,Instagram,0.13,2023000,1193705,31241,893067,3/29/2021
Influencer,Women 35-44,60 days,YouTube,0.08,2078000,888605,32266,759256,5/10/2021
Influencer,Women 35-44,15 days,YouTube,0.11,1581000,1188231,48402,713250,4/18/2021
Influencer,Men 25-34,45 days,Website,0.11,1691000,1047376,48746,742610,1/10/2021
Influencer,Men 18-24,45 days,Google Ads,0.1,1486000,1001168,38136,863504,3/3/2021
Influencer,Men 18-24,60 days,Website,0.08,879000,1112073,39267,847595,5/14/2021
Influencer,Men 18-24,15 days,Facebook,0.04,2529000,930151,49025,958694,12/16/2021
Influencer,Women 35-44,15 days,Google Ads,0.07,2595000,929362,40919,988499,11/23/2021
Influencer,All Ages,60 days,YouTube,0.14,1670000,1012103,38936,910745,2/17/2021
Influencer,Women 35-44,30 days,Google Ads,0.1,2052000,886216,43959,851228,5/13/2021
Influencer,Women 35-44,30 days,Website,0.02,1221000,876466,48182,856283,3/13/2021
Influencer,Women 35-44,60 days,Facebook,0.02,1164000,1153660,34291,773101,3/11/2021
Influencer,All Ages,30 days,Facebook,0.07,871000,1031719,38425,983638,2/13/2021
Influencer,Men 18-24,30 days,YouTube,0.05,2079000,1192957,33136,813375,10/11/2021
Influencer,Men 25-34,30 days,Daraz,0.06,3124000,828774,43280,932142,6/23/2021
Influencer,Women 35-44,15 days,Google Ads,0.1,1353000,1160750,37505,982348,3/7/2021
Influencer,Women 35-44,15 days,Daraz,0.05,2193000,839039,46676,927810,12/19/2021
Influencer,Men 25-34,30 days,Facebook,0.07,3127000,1149754,49844,908678,3/28/2021
Influencer,Men 25-34,45 days,YouTube,0.12,871000,980033,42451,700383,12/30/2021
Influencer,Women 25-34,30 days,Daraz,0.12,2438000,844865,32047,798130,4/30/2021
Influencer,Women 35-44,30 days,Instagram,0.13,1292000,847143,37914,938532,6/16/2021
Influencer,All Ages,60 days,Instagram,0.02,895000,907341,46022,719642,3/1/2021
Influencer,Women 35-44,15 days,Daraz,0.04,1997000,890607,48200,890493,1/12/2021
Influencer,All Ages,30 days,Google Ads,0.04,2958000,854536,39772,715456,11/30/2021
Influencer,Women 25-34,30 days,Google Ads,0.06,2167000,850531,32923,713790,5/10/2021
Influencer,Women 35-44,30 days,Google Ads,0.14,894000,982638,37825,718457,8/27/2021
Influencer,All Ages,60 days,Google Ads,0.04,2623000,961491,43131,785009,8/18/2021
Influencer,Men 25-34,15 days,Website,0.03,1733000,967505,48923,935774,1/23/2021
Influencer,Men 18-24,60 days,Daraz,0.02,3125000,1084335,38573,843915,4/29/2021
Influencer,Women 25-34,15 days,Website,0.04,1617000,1081779,49221,738845,12/5/2021
Influencer,Women 25-34,60 days,Daraz,0.03,3069000,886674,35605,741140,9/25/2021
Influencer,Women 25-34,30 days,Instagram,0.11,1401000,806153,37475,966143,8/15/2021
Influencer,All Ages,60 days,Daraz,0.06,2082000,1129777,33828,793846,9/3/2021
Influencer,All Ages,60 days,Facebook,0.02,1784000,1044560,48653,703952,10/16/2021
Influencer,Women 35-44,30 days,Facebook,0.05,2118000,980893,47194,946166,9/6/2021
Influencer,Women 35-44,15 days,Daraz,0.08,2057000,822499,43950,800875,3/24/2021
Influencer,Men 18-24,60 days,Daraz,0.1,1134000,1020778,41637,841455,3/24/2021
Influencer,All Ages,60 days,Website,0.1,1829000,1037732,35607,772513,11/1/2021
Influencer,Women 35-44,30 days,Daraz,0.08,1284000,949318,40351,874524,9/28/2021
Influencer,Women 25-34,30 days,Google Ads,0.11,2027000,1078113,44588,850186,11/14/2021
Influencer,Women 25-34,15 days,Daraz,0.15,2652000,1106294,46171,939700,8/26/2021
Influencer,Men 18-24,30 days,Google Ads,0.14,1133000,841673,37527,928857,12/24/2021
Influencer,Women 25-34,60 days,YouTube,0.07,2273000,1163304,37111,990368,6/2/2021
Influencer,Men 25-34,60 days,Daraz,0.13,1385000,1083925,37804,831835,8/8/2021
Influencer,Men 25-34,30 days,Website,0.01,2342000,1029765,39294,983536,3/5/2021
Influencer,Women 25-34,45 days,Facebook,0.06,3022000,1091095,43771,747599,11/6/2021
Influencer,Women 25-34,15 days,YouTube,0.13,2059000,979367,37651,986757,1/20/2021
Influencer,Men 18-24,60 days,Daraz,0.01,3197000,850981,46891,939088,8/24/2021
Influencer,Women 25-34,60 days,Website,0.02,805000,1143059,36562,852612,10/8/2021
Influencer,Women 35-44,15 days,Website,0.15,1761000,1027438,40110,836323,9/2/2021
Influencer,Men 25-34,45 days,Website,0.11,2051000,1117956,46424,940483,8/25/2021
Influencer,Women 25-34,30 days,Instagram,0.02,1224000,1018144,44692,834977,11/16/2021
Influencer,Women 35-44,15 days,YouTube,0.02,1542000,1022912,31937,746327,2/21/2021
Influencer,Men 18-24,30 days,Daraz,0.09,1914000,1146568,41480,912092,6/8/2021
Influencer,All Ages,45 days,Website,0.1,1844000,1032905,47184,994149,8/21/2021
Influencer,Women 25-34,45 days,Instagram,0.04,1408000,1105514,41909,945374,11/21/2021
Influencer,Women 25-34,45 days,Facebook,0.03,1729000,893067,46257,732789,7/14/2021
Influencer,All Ages,30 days,Website,0.08,2913000,812902,33130,991988,12/23/2021
Influencer,Women 25-34,45 days,Instagram,0.1,2676000,1019499,42044,782568,2/4/2021
Influencer,Men 18-24,60 days,Website,0.02,2680000,915114,49568,860236,7/15/2021
Influencer,Women 25-34,45 days,YouTube,0.13,1010000,1167868,32071,998415,4/21/2021
Influencer,Women 25-34,15 days,Google Ads,0.02,2100000,1057939,41045,714611,1/16/2021
Influencer,Women 35-44,45 days,Google Ads,0.13,2230000,1085713,48750,919392,6/11/2021
Influencer,Men 18-24,15 days,Website,0.14,2904000,1069297,38010,983390,6/6/2021
Influencer,Men 18-24,30 days,Instagram,0.12,2648000,1170797,30718,774547,7/23/2021
Influencer,Women 35-44,30 days,Website,0.09,2046000,876633,32550,897819,4/25/2021
Influencer,Men 25-34,45 days,Google Ads,0.12,3012000,1114012,43162,710459,8/10/2021
Influencer,Women 35-44,30 days,Google Ads,0.07,1897000,1154545,49414,709507,11/1/2021
Influencer,All Ages,30 days,Google Ads,0.12,1740000,925671,43196,972558,1/30/2021
Influencer,Men 25-34,30 days,Website,0.12,1434000,933439,37780,967802,2/7/2021
Influencer,Men 25-34,45 days,Google Ads,0.03,845000,1188715,31944,897491,1/24/2021
Influencer,All Ages,60 days,Google Ads,0.03,3155000,1049220,43281,950103,3/14/2021
Influencer,Men 18-24,60 days,Google Ads,0.02,3132000,885660,30322,920289,1/24/2021
Influencer,Men 18-24,30 days,Daraz,0.03,1273000,861407,33440,801083,1/20/2021
Influencer,Men 18-24,30 days,Daraz,0.02,2104000,921664,37076,717402,7/28/2021
Influencer,Women 35-44,60 days,Facebook,0.13,2642000,960094,34351,901678,11/23/2021
Influencer,Women 35-44,30 days,Google Ads,0.05,2457000,910774,34149,703953,5/6/2021
Influencer,Women 35-44,45 days,Daraz,0.13,869000,1174504,34486,940185,6/8/2021
Influencer,Men 25-34,30 days,Website,0.15,3153000,814707,35746,945107,4/26/2021
Influencer,Men 18-24,45 days,Google Ads,0.13,2149000,817177,31342,937694,8/29/2021
Influencer,All Ages,60 days,YouTube,0.11,2141000,1165190,40740,855132,5/19/2021
Influencer,All Ages,45 days,YouTube,0.05,1172000,1146005,40335,951638,10/25/2021
Influencer,All Ages,15 days,YouTube,0.05,2647000,989321,34810,939312,7/22/2021
Influencer,Men 18-24,15 days,Instagram,0.02,2092000,882262,48116,831883,7/22/2021
Influencer,Men 18-24,30 days,Website,0.05,2761000,877192,41381,930947,11/14/2021
Influencer,Men 18-24,15 days,Facebook,0.05,2711000,1004329,46603,871196,12/15/2021
Influencer,Women 25-34,30 days,Google Ads,0.12,2753000,966255,45905,702493,1/23/2021
Influencer,Women 35-44,15 days,Website,0.1,1672000,1107836,33793,703905,3/18/2021
Influencer,Men 25-34,15 days,Facebook,0.13,967000,1025802,46060,911494,2/23/2021
Influencer,Men 18-24,60 days,Instagram,0.06,1627000,1048920,43015,796150,5/17/2021
Influencer,Women 35-44,30 days,Facebook,0.07,2743000,1182881,36538,931899,2/28/2021
Influencer,Men 25-34,60 days,Instagram,0.15,1462000,1142450,37120,879774,12/28/2021
Influencer,Women 35-44,60 days,Google Ads,0.14,2076000,841278,47865,701424,9/17/2021
Influencer,Men 18-24,15 days,Instagram,0.05,2176000,834697,42508,732081,11/4/2021
Influencer,Men 25-34,15 days,Website,0.11,2064000,871083,38641,731339,8/21/2021
Influencer,All Ages,60 days,Facebook,0.04,2441000,1035898,44492,846971,1/5/2021
Influencer,All Ages,15 days,YouTube,0.1,2917000,1170159,49284,842501,9/10/2021
Influencer,All Ages,45 days,Facebook,0.03,1206000,1058254,42365,969930,11/13/2021
Influencer,Men 25-34,30 days,YouTube,0.06,2850000,1144319,39050,895952,1/4/2021
Influencer,Men 18-24,15 days,Google Ads,0.06,881000,835470,46114,767799,1/4/2021
Influencer,All Ages,45 days,Facebook,0.13,3017000,840674,33755,902385,11/12/2021
Influencer,All Ages,15 days,Instagram,0.01,2789000,934335,39582,774101,2/1/2021
Influencer,Women 35-44,30 days,Website,0.13,2546000,821303,43481,863242,11/17/2021
Influencer,All Ages,15 days,Website,0.14,1949000,1077592,48155,968428,2/4/2021
Influencer,Women 25-34,30 days,YouTube,0.09,3112000,1178961,47251,743418,7/12/2021
Influencer,Men 18-24,60 days,Google Ads,0.09,3068000,1102858,38248,915496,9/12/2021
Influencer,Women 25-34,45 days,Facebook,0.04,2487000,905808,44031,966724,7/16/2021
Influencer,Men 18-24,60 days,Daraz,0.04,2951000,1066130,33851,858581,7/15/2021
Influencer,Men 18-24,60 days,Website,0.02,1289000,1040584,39196,792416,5/17/2021
Influencer,Men 18-24,30 days,Instagram,0.05,2451000,1151154,41870,823217,2/23/2021
Influencer,Men 25-34,30 days,Daraz,0.04,2583000,1024559,40008,716954,6/4/2021
Influencer,Men 25-34,30 days,YouTube,0.06,2489000,1114618,45069,822978,4/30/2021
Influencer,Men 18-24,60 days,Instagram,0.04,1316000,869938,35341,990004,10/15/2021
Influencer,All Ages,15 days,Google Ads,0.12,1927000,969517,48090,954806,4/17/2021
Influencer,Women 25-34,15 days,YouTube,0.12,1249000,862964,42755,976679,7/4/2021
Influencer,Women 25-34,60 days,Facebook,0.06,2090000,1067274,45934,917866,8/25/2021
Influencer,Women 35-44,60 days,Daraz,0.01,2008000,936549,47807,759237,3/23/2021
Influencer,Men 18-24,60 days,Website,0.03,3020000,1104372,39451,751034,5/23/2021
Influencer,Women 25-34,60 days,Facebook,0.08,2530000,938122,44764,921448,3/6/2021
Influencer,Women 25-34,15 days,Instagram,0.1,3113000,1116682,32589,729275,11/30/2021
Influencer,All Ages,30 days,Google Ads,0.04,1927000,987245,49302,709887,2/9/2021
Influencer,Men 18-24,30 days,Daraz,0.1,2705000,1176632,39362,727561,2/27/2021
Influencer,Men 25-34,30 days,Website,0.07,2274000,877065,34649,930575,4/26/2021
Influencer,Men 18-24,45 days,Facebook,0.11,2370000,1133450,37792,732956,4/14/2021
Influencer,Women 35-44,45 days,Website,0.02,2702000,1080652,42943,794871,9/17/2021
Influencer,Men 25-34,60 days,Google Ads,0.15,1350000,970903,43307,940533,3/16/2021
Influencer,Women 35-44,45 days,Instagram,0.11,1472000,958387,30905,777768,2/12/2021
Influencer,Men 18-24,45 days,YouTube,0.12,2242000,880585,38608,775106,6/27/2021
Influencer,All Ages,60 days,Website,0.12,1918000,931183,31075,912878,9/24/2021
Influencer,Women 25-34,60 days,Facebook,0.1,2762000,946491,38360,883706,3/12/2021
Influencer,All Ages,45 days,Website,0.06,3070000,1156408,33517,833106,5/8/2021
Influencer,All Ages,15 days,Website,0.07,2230000,1142070,45178,969580,11/3/2021
Influencer,Women 35-44,30 days,YouTube,0.08,1372000,924531,47873,965097,2/1/2021
Influencer,Women 25-34,60 days,Website,0.09,2816000,992942,44240,754863,4/6/2021
Influencer,All Ages,60 days,Daraz,0.12,1343000,1072642,34191,721672,5/2/2021
Influencer,All Ages,15 days,YouTube,0.04,2043000,1102493,44738,720162,7/30/2021
Influencer,All Ages,30 days,YouTube,0.05,2767000,1008092,49100,819484,9/11/2021
Influencer,Men 18-24,60 days,Google Ads,0.08,1453000,864652,44077,955427,8/15/2021
Influencer,Men 18-24,15 days,Facebook,0.03,1703000,945592,39648,962023,3/25/2021
Influencer,All Ages,15 days,Google Ads,0.06,2486000,886642,32551,983273,1/28/2021
Influencer,Women 35-44,60 days,Website,0.15,1492000,968947,45957,916667,7/19/2021
Influencer,Men 25-34,60 days,Website,0.13,2792000,1033179,39061,881566,3/18/2021
Influencer,Men 18-24,60 days,Daraz,0.02,2027000,1186034,32500,995092,9/14/2021
Influencer,Men 18-24,45 days,YouTube,0.11,2711000,1087976,44584,791700,10/12/2021
Influencer,Women 25-34,15 days,Google Ads,0.08,1331000,1058783,36961,880399,4/5/2021
Influencer,All Ages,60 days,Facebook,0.08,2846000,853625,34353,965669,9/20/2021
Influencer,Men 18-24,15 days,Google Ads,0.01,1337000,1025032,44344,757301,2/8/2021
Influencer,All Ages,45 days,Google Ads,0.07,2321000,900295,49578,800935,2/15/2021
Influencer,All Ages,45 days,Facebook,0.1,2593000,832878,44409,833548,9/15/2021
Influencer,Women 35-44,30 days,Facebook,0.04,1760000,1146367,48492,886894,7/18/2021
Influencer,Women 35-44,60 days,Website,0.1,1872000,1109512,46437,870411,1/18/2021
Influencer,Women 35-44,60 days,Facebook,0.14,2287000,1047252,36469,990617,8/8/2021
Influencer,Women 35-44,60 days,Google Ads,0.11,2154000,831859,32041,796291,3/26/2021
Influencer,All Ages,45 days,Facebook,0.05,3124000,1091309,32787,935058,8/31/2021
Influencer,All Ages,60 days,YouTube,0.1,2801000,1042343,30717,925364,12/6/2021
Influencer,Women 35-44,15 days,Facebook,0.08,2110000,896833,39444,947348,6/13/2021
Influencer,Men 18-24,15 days,Facebook,0.14,2547000,1074807,39521,799235,5/18/2021
Influencer,All Ages,30 days,YouTube,0.15,1732000,891632,41013,798315,1/19/2021
Influencer,Women 35-44,15 days,Google Ads,0.13,1443000,1023498,32514,783318,9/28/2021
Influencer,Men 18-24,60 days,Website,0.03,2179000,1190839,44702,703526,11/18/2021
Influencer,Men 18-24,45 days,YouTube,0.14,1307000,1070586,42897,782784,12/12/2021
Influencer,Women 25-34,15 days,YouTube,0.03,2123000,1087749,33158,701867,9/29/2021
Influencer,Women 25-34,30 days,Facebook,0.12,3173000,1181145,33798,707118,11/6/2021
Influencer,Men 18-24,45 days,Daraz,0.04,1991000,1175628,43834,924771,4/20/2021
Influencer,Men 25-34,60 days,Google Ads,0.05,2535000,1078316,30056,806711,9/26/2021
Influencer,Men 18-24,30 days,Facebook,0.12,1964000,1066799,47214,792082,2/12/2021
Influencer,Women 25-34,45 days,Facebook,0.09,1849000,842658,37424,877930,5/21/2021
Influencer,Men 25-34,60 days,YouTube,0.07,1635000,869566,32833,989799,7/5/2021
Influencer,All Ages,60 days,Website,0.11,1524000,917861,32315,974514,7/29/2021
Influencer,Women 35-44,30 days,Facebook,0.02,2333000,808737,39570,968497,12/15/2021
Influencer,Men 25-34,60 days,Website,0.03,2343000,1017957,45984,787407,8/14/2021
Influencer,Men 25-34,45 days,Google Ads,0.02,3176000,1155828,44504,833782,7/28/2021
Influencer,Men 18-24,30 days,Website,0.13,1875000,905833,39418,918767,7/19/2021
Influencer,Men 25-34,60 days,YouTube,0.06,1461000,946735,38400,919642,3/27/2021
Influencer,All Ages,30 days,YouTube,0.1,1605000,1174952,46656,793404,9/6/2021
Influencer,All Ages,30 days,Website,0.08,1822000,978902,37728,997278,4/3/2021
Influencer,All Ages,60 days,YouTube,0.1,1696000,884645,43504,881103,2/19/2021
Influencer,Women 35-44,45 days,Facebook,0.1,2155000,977183,32257,988039,8/18/2021
Influencer,Women 35-44,30 days,Website,0.02,1826000,1058333,37940,709683,4/9/2021
Influencer,Women 35-44,60 days,YouTube,0.14,961000,870811,42704,959239,7/9/2021
Influencer,All Ages,30 days,Google Ads,0.08,2314000,1119059,49757,911928,5/2/2021
Influencer,Men 18-24,60 days,Website,0.02,2547000,1153927,48308,839673,7/29/2021
Influencer,All Ages,60 days,Facebook,0.06,2623000,1015993,39154,964810,7/15/2021
Influencer,All Ages,30 days,Daraz,0.07,2222000,934215,43006,994622,4/26/2021
Influencer,All Ages,30 days,Facebook,0.06,2980000,1023286,46661,804737,5/13/2021
Influencer,All Ages,30 days,Instagram,0.11,2060000,1062587,40332,989466,5/19/2021
Influencer,Men 25-34,15 days,Google Ads,0.03,1342000,892011,41716,957227,2/10/2021
Influencer,Men 25-34,30 days,Instagram,0.02,1628000,1166905,37410,914398,10/2/2021
Influencer,All Ages,15 days,Google Ads,0.01,2788000,1022900,46340,933838,8/20/2021
Influencer,All Ages,15 days,Instagram,0.05,2598000,920047,41985,707292,12/20/2021
Influencer,Men 18-24,30 days,Website,0.03,1920000,855636,48654,938630,12/28/2021
Influencer,Men 25-34,45 days,Instagram,0.05,1312000,871127,30818,945176,4/22/2021
Influencer,Women 25-34,45 days,Website,0.09,3183000,1107803,44682,918588,9/2/2021
Influencer,Women 35-44,45 days,Daraz,0.04,2177000,1002374,49003,926332,4/3/2021
Influencer,Women 25-34,45 days,Instagram,0.14,913000,962555,45041,843017,7/14/2021
Influencer,All Ages,60 days,Website,0.11,2247000,1117774,39311,759150,9/15/2021
Influencer,Men 25-34,60 days,YouTube,0.08,1579000,852956,41167,781817,3/23/2021
Influencer,All Ages,60 days,Google Ads,0.05,949000,865568,33124,973246,7/15/2021
Influencer,Men 18-24,15 days,Google Ads,0.11,2537000,1151183,41778,957176,12/12/2021
Influencer,Men 25-34,45 days,Google Ads,0.09,1790000,1162817,31870,974023,4/27/2021
Influencer,Men 25-34,30 days,Instagram,0.08,1170000,1117544,36597,902321,12/5/2021
Influencer,Women 25-34,15 days,Daraz,0.03,2627000,865517,41116,974865,5/5/2021
Influencer,Men 25-34,45 days,Daraz,0.14,1003000,1000631,45642,983493,3/17/2021
Influencer,Men 18-24,60 days,Website,0.02,1536000,1054727,42194,714314,3/21/2021
Influencer,Men 25-34,60 days,YouTube,0.12,1616000,1169257,40977,793813,12/25/2021
Influencer,All Ages,15 days,Google Ads,0.08,3059000,932426,47453,789841,10/18/2021
Influencer,Women 35-44,45 days,YouTube,0.06,2339000,918881,37076,852223,4/19/2021
Influencer,All Ages,45 days,Instagram,0.14,1175000,851793,39878,986809,11/3/2021
Influencer,All Ages,45 days,Website,0.1,1462000,1142259,44080,877839,8/22/2021
Influencer,All Ages,30 days,Daraz,0.12,2182000,1053815,48348,856165,10/24/2021
Influencer,Women 35-44,60 days,Daraz,0.14,2144000,1069086,39837,814760,1/29/2021
Influencer,Women 35-44,30 days,Instagram,0.02,1228000,809782,42935,743505,8/22/2021
Influencer,Men 18-24,45 days,Instagram,0.12,1723000,1135421,46345,832470,2/19/2021
Influencer,Men 25-34,60 days,Instagram,0.05,874000,930431,33844,825507,10/13/2021
Influencer,Men 25-34,45 days,YouTube,0.14,2229000,1140645,33162,783129,9/30/2021
Influencer,Men 25-34,30 days,Instagram,0.12,2534000,1043348,42150,950895,6/7/2021
Influencer,All Ages,15 days,YouTube,0.06,1818000,1080604,48670,881297,7/2/2021
Influencer,Men 25-34,30 days,Website,0.03,1326000,928203,35048,926711,6/2/2021
